clientid,region,branch,client_gender,income,vehicle_production_year,vehicle_initial_assessment_value,age,had_car_loan,had_other_loans,loan_type,loan_initial_term,loan_initial_amount,loan_to_value_ratio,annual_percentage_rate,monthly_interest_rate,client_type,ratio
6091,region 6,branch 2,male,1680,1999,11520,29.0,0,0,leaseback,54,8160,0.708333333333333,34.6274348708785,3.374,early,0.111111111111111
6092,region 5,branch 5,male,960,2007,11520,31.0,0,0,leaseback,54,2880,0.25,36.2981863169348,3.374,early,0.111111111111111
6093,region 8,branch 5,male,480,2003,3456,33.0,0,0,leasing,54,2640,0.763888888888889,37.0460872857564,3.374,early,0.111111111111111
6094,region 6,branch 6,male,1440,2003,9120,34.0,0,0,leaseback,54,4800,0.526315789473684,36.7023783946467,3.374,early,0.111111111111111
6095,region 6,branch 5,female,1440,1996,9120,46.0,0,0,leasing,54,6240,0.684210526315789,37.2888097218702,3.374,early,0.111111111111111
6096,region 6,branch 5,male,1440,2004,15840,35.0,0,0,leaseback,54,8640,0.545454545454545,38.1014425400646,3.374,early,0.111111111111111
6097,region 6,branch 5,female,480,1997,7680,58.0,0,0,leaseback,54,4320,0.5625,35.9027672894155,3.374,early,0.111111111111111
6098,region 6,branch 1,male,1133,2010,11520,32.0,0,0,leaseback,54,7200,0.625,35.931982143409,3.374,early,0.111111111111111
6099,region 5,branch 2,male,0,2002,5280,44.0,0,0,leaseback,54,2880,0.545454545454545,35.0916226650338,3.374,early,0.111111111111111
6100,region 6,branch 2,male,1440,2000,7680,44.0,0,0,leaseback,54,3360,0.4375,37.8235023547167,3.374,early,0.111111111111111
6101,region 6,branch 2,male,0,2002,4320,23.0,0,0,leaseback,54,2880,0.666666666666667,35.4893910353065,3.374,early,0.111111111111111
6102,region 6,branch 5,male,960,1999,5760,70.0,0,0,leaseback,54,2400,0.416666666666667,35.1443947203912,3.374,early,0.111111111111111
6103,region 7,branch 7,male,1200,1999,6960,32.0,0,0,leasing,54,5760,0.827586206896552,36.3663225251968,3.374,early,0.111111111111111
6104,region 6,branch 6,male,8160,2005,22560,59.0,0,0,leaseback,54,13920,0.617021276595745,36.5941145962632,3.374,early,0.111111111111111
6105,region 11,branch 5,male,720,1995,6240,54.0,0,0,leaseback,108,4800,0.769230769230769,34.3812350087457,3.374,early,0.111111111111111
6106,region 8,branch 5,male,840,1996,6720,25.0,0,0,leaseback,108,5280,0.785714285714286,35.8315728313047,3.374,early,0.111111111111111
6107,region 6,branch 5,female,960,2004,9120,48.0,0,0,leaseback,54,5760,0.631578947368421,38.1492602579632,3.374,early,0.111111111111111
6108,region 6,branch 6,female,1920,2002,11520,45.0,0,0,leaseback,54,7200,0.625,37.0622932418998,3.374,early,0.111111111111111
6109,region 6,branch 6,male,960,1999,7200,53.0,0,0,leaseback,54,4800,0.666666666666667,35.283375352166,3.374,early,0.111111111111111
6110,region 6,branch 6,male,2400,2001,7200,61.0,0,0,leaseback,54,5280,0.733333333333333,37.1028336805779,3.374,early,0.111111111111111
6111,region 7,branch 3,male,1440,1998,5280,33.0,0,0,leaseback,54,2400,0.454545454545455,38.242923877955,3.374,early,0.111111111111111
6112,region 5,branch 3,male,5760,2012,24000,38.0,0,0,leaseback,54,20160,0.84,37.7268909256568,3.374,early,0.111111111111111
6113,region 6,branch 3,male,1968,1994,14400,26.0,0,0,leaseback,108,9600,0.666666666666667,34.8497588409561,3.374,early,0.111111111111111
6114,region 6,branch 3,male,1200,2008,11520,29.0,0,0,leaseback,108,4800,0.416666666666667,35.5695374704499,3.374,early,0.111111111111111
6115,region 6,branch 3,male,792,2006,9120,39.0,0,0,leasing,108,5280,0.578947368421053,35.4922075002501,3.374,early,0.111111111111111
6116,region 8,branch 6,male,960,2002,5760,56.0,0,0,leaseback,27,4800,0.833333333333333,35.9879973536929,3.374,early,0.111111111111111
6117,region 10,branch 3,male,2880,1999,4320,48.0,0,0,leaseback,54,3456,0.8,35.2458075742341,3.374,early,0.111111111111111
6118,region 6,branch 3,male,0,2006,6960,30.0,0,0,leasing,54,5760,0.827586206896552,38.1492602579632,3.374,early,0.111111111111111
6119,region 8,branch 3,male,1200,2003,18240,60.0,0,0,leaseback,54,9600,0.526315789473684,35.9050005390047,3.374,early,0.111111111111111
6120,region 6,branch 3,male,816,2005,7200,35.0,0,0,leaseback,54,5280,0.733333333333333,35.8700945052247,3.374,early,0.111111111111111
6121,region 10,branch 3,female,528,2001,9216,39.0,0,0,leaseback,54,4320,0.46875,37.1366533465999,3.374,early,0.111111111111111
6122,region 5,branch 3,male,720,1996,5280,24.0,0,0,leaseback,54,2640,0.5,36.4254319988068,3.374,early,0.111111111111111
6123,region 8,branch 5,male,960,2005,7200,28.0,1,0,leaseback,27,4320,0.6,30.6378581343225,2.5305,early,0.111111111111111
6124,region 5,branch 5,male,0,2007,7200,24.0,0,0,leaseback,27,5760,0.8,36.1138563750996,3.374,early,0.111111111111111
6125,region 6,branch 6,male,1080,1995,9600,47.0,0,0,leaseback,27,7200,0.75,40.7271793760083,3.374,early,0.111111111111111
6126,region 6,branch 5,male,960,2005,10080,23.0,0,0,leaseback,54,6720,0.666666666666667,34.549560200358,3.374,early,0.111111111111111
6127,region 6,branch 3,female,2880,2007,15360,23.0,0,0,leaseback,54,8640,0.5625,36.9395818327244,3.374,early,0.111111111111111
6128,region 6,branch 3,male,0,2002,11520,42.0,0,0,leaseback,54,6240,0.541666666666667,35.7466704197344,3.374,early,0.111111111111111
6129,region 6,branch 3,male,720,1999,8640,32.0,0,0,leaseback,54,2160,0.25,35.5783913131215,3.374,early,0.111111111111111
6130,region 8,branch 3,male,1440,1994,7200,33.0,0,0,leaseback,54,5760,0.8,36.0603983372881,3.374,early,0.111111111111111
6131,region 6,branch 3,male,816,2003,9120,32.0,0,0,leaseback,54,6240,0.684210526315789,35.8474930603029,3.374,early,0.111111111111111
6132,region 2,branch 3,male,672,2008,9120,62.0,0,0,leaseback,54,6240,0.684210526315789,37.0794392246194,3.374,early,0.111111111111111
6133,region 4,branch 3,male,653,1999,5760,40.0,0,0,leaseback,54,2400,0.416666666666667,37.7082214960107,3.374,early,0.111111111111111
6134,region 5,branch 3,male,1200,1994,7680,68.0,0,0,leaseback,54,5760,0.75,37.6159694261061,3.374,early,0.111111111111111
6135,region 10,branch 3,male,1440,2011,4608,43.0,0,0,leaseback,54,1680,0.364583333333333,37.4303553492436,3.374,early,0.111111111111111
6136,region 6,branch 3,male,672,1998,6000,36.0,0,0,leaseback,54,3600,0.6,35.536096612757,3.374,early,0.111111111111111
6137,region 8,branch 3,male,1680,1998,6960,25.0,0,0,leaseback,54,5760,0.827586206896552,35.6564300153456,3.374,early,0.111111111111111
6138,region 10,branch 3,male,1392,1999,6240,35.0,0,0,leaseback,54,3360,0.538461538461538,36.2592579708631,3.374,early,0.111111111111111
6139,region 10,branch 3,male,1200,2009,5280,42.0,0,0,leaseback,54,2400,0.454545454545455,36.3527904669342,3.374,early,0.111111111111111
6140,region 6,branch 3,male,0,2000,12000,64.0,0,0,leaseback,54,6240,0.52,35.8474930603029,3.374,early,0.111111111111111
6141,region 10,branch 3,male,2880,2005,16800,47.0,0,0,leaseback,54,4320,0.257142857142857,36.824298159952,3.374,early,0.111111111111111
6142,region 8,branch 3,male,768,2010,17280,48.0,0,0,leaseback,54,4080,0.236111111111111,37.2523427417131,3.374,early,0.111111111111111
6143,region 1,branch 3,male,1440,1999,7200,35.0,0,0,leaseback,54,4800,0.666666666666667,37.963583385821,3.374,early,0.111111111111111
6144,region 6,branch 3,male,1440,2012,10560,34.0,0,0,leasing,54,7200,0.681818181818182,36.9580977942258,3.374,early,0.111111111111111
6145,Unknown,branch 5,male,1440,2003,12000,44.0,1,0,leaseback,54,9600,0.8,33.2654970598026,2.6710832771,early,0.111111111111111
6146,Unknown,branch 5,male,2880,2007,21600,24.0,0,0,leaseback,54,8640,0.4,32.9209867612958,2.6710832771,early,0.111111111111111
6147,Unknown,branch 6,male,480,1999,5280,22.0,0,0,leasing,54,2400,0.454545454545455,34.5935241403811,2.6710832771,early,0.111111111111111
6148,Unknown,branch 5,male,960,2000,5280,27.0,0,0,leasing,54,4320,0.818181818181818,35.201710226626,3.374,early,0.111111111111111
6149,Unknown,branch 3,male,6408,2008,24000,40.0,0,0,leaseback,54,14400,0.6,36.7988408876123,3.374,early,0.111111111111111
6150,Unknown,branch 5,male,0,2011,14400,38.0,0,0,leasing,54,7200,0.5,37.2715639463972,3.374,early,0.111111111111111
6151,Unknown,branch 6,male,1440,1999,4800,26.0,0,0,leasing,108,4080,0.85,35.3864406237487,3.374,early,0.111111111111111
6152,Unknown,branch 6,male,0,2003,9600,30.0,0,0,leaseback,54,4800,0.5,36.5991835916046,3.374,early,0.111111111111111
6153,Unknown,branch 3,male,0,2012,9600,26.0,0,0,leaseback,54,2880,0.3,38.0780073376669,3.374,early,0.111111111111111
6154,Unknown,branch 3,male,0,2007,11520,27.0,0,0,leaseback,54,8160,0.708333333333333,37.0491872852567,3.374,early,0.111111111111111
6155,region 5,branch 6,male,0,2000,8640,43.0,1,0,leaseback,180,7200,0.833333333333333,30.5343901949164,2.6710832771,early,0.108333333333333
6156,region 5,branch 5,male,960,2002,11520,21.0,0,1,leaseback,126,7200,0.625,34.5406042283355,3.374,early,0.107142857142857
6157,region 6,branch 5,male,1104,1994,3840,26.0,0,0,leaseback,126,1680,0.4375,35.7625280196971,3.374,early,0.107142857142857
6158,region 6,branch 5,male,960,2012,5280,24.0,0,0,leaseback,126,2880,0.545454545454545,33.0413646468648,2.6710832771,early,0.107142857142857
6159,region 8,branch 6,male,1440,2004,9600,29.0,1,0,leaseback,126,7680,0.8,30.1413774762549,2.6710832771,early,0.107142857142857
6160,region 10,branch 3,male,1920,2015,23040,40.0,0,0,leaseback,126,18240,0.791666666666667,32.352585018045,2.6710832771,early,0.107142857142857
6161,region 3,branch 2,male,1440,1999,5280,37.0,0,0,leasing,126,4320,0.818181818181818,36.0346715876769,3.374,early,0.107142857142857
6162,region 6,branch 2,male,960,2006,11520,43.0,0,0,leaseback,126,9120,0.791666666666667,35.9738328553059,3.374,early,0.107142857142857
6163,region 3,branch 2,male,1200,2007,11520,56.0,0,0,leaseback,126,8160,0.708333333333333,34.7782152827321,3.374,early,0.107142857142857
6164,region 6,branch 6,male,0,1998,13920,34.0,0,0,leasing,126,11040,0.793103448275862,35.4509330520154,3.374,early,0.107142857142857
6165,region 5,branch 5,male,2400,2010,14880,31.0,0,0,leaseback,126,9600,0.645161290322581,35.2049793866349,3.374,early,0.107142857142857
6166,region 6,branch 5,male,1920,2005,21120,25.0,1,0,leaseback,126,16800,0.795454545454545,29.0541239475436,2.5305,early,0.107142857142857
6167,region 5,branch 6,male,960,2004,3840,28.0,0,0,leasing,126,2880,0.75,36.0926188804748,3.374,early,0.107142857142857
6168,region 5,branch 6,male,960,2006,7920,29.0,0,0,leaseback,42,6240,0.787878787878788,37.1003167563912,3.374,early,0.107142857142857
6169,Unknown,branch 6,male,2400,2002,11520,56.0,0,0,leasing,126,9120,0.791666666666667,35.9090110861381,3.374,early,0.107142857142857
6170,region 9,branch 4,male,0,2013,9216,39.0,1,1,leaseback,72,5760,0.625,29.4347236267155,2.6710832771,early,0.104166666666667
6171,region 5,branch 6,male,0,2011,33600,33.0,0,1,leaseback,72,7200,0.214285714285714,33.2883644598975,2.6710832771,early,0.104166666666667
6172,region 10,branch 1,male,864,2002,9120,30.0,1,0,leaseback,72,6720,0.736842105263158,32.2068732032632,2.6710832771,early,0.104166666666667
6173,region 6,branch 2,male,1200,2007,5760,27.0,0,1,leasing,72,4320,0.75,33.1995396673397,2.6710832771,early,0.104166666666667
6174,region 6,branch 5,male,0,1999,5280,33.0,0,1,leaseback,72,4080,0.772727272727273,32.4805906316242,2.6710832771,early,0.104166666666667
6175,region 5,branch 6,male,6720,2006,18240,31.0,0,0,leaseback,72,14400,0.789473684210526,20.6572246174143,2.5305,early,0.104166666666667
6176,region 5,branch 5,male,0,2010,13920,59.0,0,1,leaseback,72,7200,0.517241379310345,35.9406432663817,3.374,early,0.104166666666667
6177,region 9,branch 4,male,1920,2003,9120,46.0,1,0,leaseback,72,7296,0.8,36.0237639821482,3.374,early,0.104166666666667
6178,region 9,branch 4,female,1440,2006,8160,25.0,0,1,leaseback,72,5280,0.647058823529412,34.9780189442104,3.374,early,0.104166666666667
6179,region 5,branch 5,male,701,2005,20640,27.0,1,1,leaseback,72,16320,0.790697674418605,21.2129827957238,2.5305,early,0.104166666666667
6180,region 7,branch 7,male,960,2008,18720,28.0,0,0,leaseback,72,11040,0.58974358974359,36.589639796572,3.374,early,0.104166666666667
6181,region 8,branch 5,male,1200,2004,12000,35.0,0,0,leaseback,72,7200,0.6,36.6215796613094,3.374,early,0.104166666666667
6182,region 6,branch 5,male,2400,2004,7200,52.0,0,0,leasing,72,5760,0.8,35.0498415424327,3.374,early,0.104166666666667
6183,region 6,branch 6,male,1200,1997,8640,41.0,1,0,leaseback,72,7200,0.833333333333333,36.8807872984179,3.374,early,0.104166666666667
6184,region 8,branch 6,male,960,2002,6240,30.0,0,0,leaseback,72,4800,0.769230769230769,37.1888883068548,3.374,early,0.104166666666667
6185,region 10,branch 3,male,960,2004,7373,25.0,0,0,leaseback,72,6624,0.8984375,36.3724105406603,3.374,early,0.104166666666667
6186,region 6,branch 3,male,2400,2003,4800,52.0,0,0,leaseback,72,2400,0.5,35.3677787411061,3.374,early,0.104166666666667
6187,region 5,branch 6,male,538,2013,31008,36.0,0,0,leaseback,72,6720,0.21671826625387,37.3145500851174,2.6710832771,early,0.104166666666667
6188,region 11,branch 5,female,234,2005,7776,24.0,0,0,leaseback,72,6960,0.895061728395062,32.525388268837,2.6710832771,early,0.104166666666667
6189,region 5,branch 5,male,0,2004,5952,40.0,0,0,leaseback,72,5280,0.887096774193548,30.0620954204813,2.6710832771,early,0.104166666666667
6190,region 5,branch 6,male,1536,2002,7680,29.0,0,0,leaseback,72,3360,0.4375,32.8022338071826,2.6710832771,early,0.104166666666667
6191,region 5,branch 6,male,0,2002,7680,33.0,1,0,leaseback,72,1920,0.25,30.0514515986574,2.6710832771,early,0.104166666666667
6192,region 5,branch 5,male,0,2012,14400,54.0,0,0,leaseback,72,11520,0.8,32.0979805497303,2.6710832771,early,0.104166666666667
6193,region 2,branch 2,female,2400,2007,14400,31.0,0,0,leaseback,72,7680,0.533333333333333,33.0621880595928,2.6710832771,early,0.104166666666667
6194,region 7,branch 7,male,1920,2004,12960,37.0,0,0,leaseback,72,10080,0.777777777777778,33.8592952176817,2.6710832771,early,0.104166666666667
6195,region 6,branch 5,male,384,1999,5280,23.0,0,0,leaseback,72,2880,0.545454545454545,32.3999451978773,2.6710832771,early,0.104166666666667
6196,region 5,branch 6,male,0,2000,6240,26.0,0,0,leaseback,72,5280,0.846153846153846,33.3204087729555,2.6710832771,early,0.104166666666667
6197,region 6,branch 5,male,960,2012,14880,33.0,0,0,leaseback,72,7200,0.483870967741935,33.8097469147842,2.6710832771,early,0.104166666666667
6198,region 8,branch 6,female,1200,2003,9120,34.0,0,0,leaseback,72,7200,0.789473684210526,32.7758883825447,2.6710832771,early,0.104166666666667
6199,region 3,branch 7,male,720,2011,13920,37.0,1,0,leasing,72,8640,0.620689655172414,28.3872563076159,2.5305,early,0.104166666666667
6200,region 5,branch 5,male,1440,2004,9600,33.0,0,0,leaseback,72,7680,0.8,37.3117054317878,3.374,early,0.104166666666667
6201,region 5,branch 6,male,1440,2005,13440,56.0,0,0,leaseback,72,7200,0.535714285714286,37.2297392313853,3.374,early,0.104166666666667
6202,region 5,branch 6,male,1920,2002,9600,30.0,0,0,leasing,72,7680,0.8,35.9350262024149,3.374,early,0.104166666666667
6203,region 6,branch 5,male,1680,2004,18240,61.0,1,0,leaseback,72,12960,0.710526315789474,36.0693655081263,3.374,early,0.104166666666667
6204,region 8,branch 2,male,0,2008,11520,56.0,0,0,leasing,72,6720,0.583333333333333,36.9742951846805,3.374,early,0.104166666666667
6205,region 1,branch 2,male,0,2005,8640,33.0,0,0,leaseback,72,6720,0.777777777777778,36.2857424365768,3.374,early,0.104166666666667
6206,region 6,branch 5,male,0,1998,8640,71.0,0,0,leaseback,72,6720,0.777777777777778,36.2857424365768,3.374,early,0.104166666666667
6207,region 6,branch 6,male,0,2006,7680,36.0,0,0,leasing,72,6720,0.875,36.9742951846805,3.374,early,0.104166666666667
6208,region 6,branch 6,male,0,2006,14880,58.0,0,0,leaseback,72,9600,0.645161290322581,37.1187860763942,3.374,early,0.104166666666667
6209,region 8,branch 5,female,0,2000,9600,63.0,1,0,leaseback,72,7680,0.8,29.2704334296538,2.5305,early,0.104166666666667
6210,region 6,branch 5,male,1680,2008,14400,32.0,0,0,leaseback,72,8160,0.566666666666667,36.9567314418975,3.374,early,0.104166666666667
6211,region 8,branch 6,female,2640,2002,10560,33.0,0,0,leaseback,72,8160,0.772727272727273,36.4392022488085,3.374,early,0.104166666666667
6212,region 9,branch 4,male,720,1995,4800,37.0,0,0,leaseback,72,1680,0.35,35.9832771838287,3.374,early,0.104166666666667
6213,region 6,branch 2,male,0,2011,16320,35.0,1,0,leaseback,72,12960,0.794117647058823,35.4831299102739,3.374,early,0.104166666666667
6214,region 3,branch 2,male,1440,2004,11520,39.0,0,0,leaseback,72,2400,0.208333333333333,37.2417104329028,3.374,early,0.104166666666667
6215,region 5,branch 6,male,960,2015,12000,28.0,0,0,leaseback,72,9600,0.8,37.294093683035,3.374,early,0.104166666666667
6216,region 9,branch 4,male,768,1999,5280,40.0,0,0,leasing,72,3936,0.745454545454545,35.7630444792816,3.374,early,0.104166666666667
6217,region 3,branch 2,male,1200,2003,9600,25.0,0,0,leaseback,72,5760,0.6,35.1317591959893,3.374,early,0.104166666666667
6218,region 9,branch 4,male,413,2007,11520,50.0,0,0,leaseback,72,2400,0.208333333333333,35.2028833454748,3.374,early,0.104166666666667
6219,region 10,branch 1,male,0,2008,5040,38.0,0,0,leaseback,72,4032,0.8,36.0958087061986,3.374,early,0.104166666666667
6220,region 3,branch 5,male,1440,2010,19200,54.0,0,0,leaseback,72,12000,0.625,36.757215511345,3.374,early,0.104166666666667
6221,region 5,branch 6,female,480,1998,4800,51.0,0,0,leaseback,72,1920,0.4,36.8752690460101,3.374,early,0.104166666666667
6222,region 6,branch 6,male,960,1994,7200,65.0,0,0,leaseback,72,5760,0.8,36.1320850036372,3.374,early,0.104166666666667
6223,region 6,branch 3,male,1200,2008,16800,53.0,0,0,leaseback,72,4800,0.285714285714286,36.6675424081417,3.374,early,0.104166666666667
6224,region 9,branch 3,female,960,2003,8165,47.0,0,0,leaseback,72,4800,0.587887707239823,35.9855898013219,3.374,early,0.104166666666667
6225,region 8,branch 3,male,1440,1995,6720,34.0,0,0,leaseback,72,5280,0.785714285714286,36.3123025815542,3.374,early,0.104166666666667
6226,region 6,branch 3,female,1920,2013,27360,30.0,0,0,leaseback,72,24000,0.87719298245614,36.7295448175163,3.374,early,0.104166666666667
6227,region 6,branch 3,male,960,2007,9600,26.0,0,0,leaseback,72,6720,0.7,35.9470539227825,3.374,early,0.104166666666667
6228,region 6,branch 3,male,1680,2004,15840,64.0,0,0,leaseback,72,9600,0.606060606060606,36.6847188506135,3.374,early,0.104166666666667
6229,region 8,branch 3,male,0,2002,8640,38.0,0,0,leaseback,72,7200,0.833333333333333,36.449953019227,3.374,early,0.104166666666667
6230,Unknown,branch 5,male,960,2008,14400,41.0,0,0,leasing,72,10080,0.7,37.2029800575418,3.374,early,0.104166666666667
6231,Unknown,branch 5,male,2400,1999,8640,31.0,0,0,leaseback,72,6912,0.8,37.2336375412851,3.374,early,0.104166666666667
6232,Unknown,branch 3,male,0,2005,7680,56.0,0,0,leaseback,72,6480,0.84375,35.2017178643462,3.374,early,0.104166666666667
6233,region 5,branch 6,male,0,1997,11520,41.0,1,1,leaseback,90,7200,0.625,32.976287932489,2.6710832771,early,0.1
6234,region 5,branch 5,male,2400,2004,11520,36.0,1,1,leaseback,90,7200,0.625,31.74287031584,2.6710832771,early,0.1
6235,region 8,branch 2,male,1651,2007,14400,59.0,0,1,leaseback,90,9600,0.666666666666667,32.7277750582116,2.6710832771,early,0.1
6236,region 6,branch 2,male,0,2007,10080,44.0,0,1,leaseback,90,4800,0.476190476190476,32.9134560306651,2.6710832771,early,0.1
6237,region 6,branch 2,male,2400,2012,7680,28.0,1,1,leaseback,90,6000,0.78125,33.2792206102401,2.6710832771,early,0.1
6238,region 6,branch 5,male,864,2005,6720,26.0,0,1,leaseback,90,5760,0.857142857142857,33.2831171699668,2.6710832771,early,0.1
6239,region 6,branch 5,male,1200,2001,7200,53.0,1,1,leaseback,90,1680,0.233333333333333,29.467404541936,2.6710832771,early,0.1
6240,region 5,branch 5,male,0,2009,9600,27.0,0,1,leaseback,90,4800,0.5,32.4666202794541,2.6710832771,early,0.1
6241,region 6,branch 6,male,1080,2003,11040,30.0,0,1,leaseback,90,6720,0.608695652173913,32.816345133674,2.6710832771,early,0.1
6242,region 5,branch 5,male,960,2008,8640,24.0,0,1,leaseback,90,6720,0.777777777777778,33.3345363756165,2.6710832771,early,0.1
6243,region 1,branch 6,male,1680,2011,19200,27.0,0,0,leaseback,90,11040,0.575,32.1514160438311,2.6710832771,early,0.1
6244,region 5,branch 5,male,960,2012,18240,22.0,0,1,leaseback,90,8160,0.447368421052632,33.1243867760984,2.6710832771,early,0.1
6245,region 8,branch 6,male,0,2014,24000,31.0,0,1,leaseback,90,7200,0.3,32.5556250370083,2.6710832771,early,0.1
6246,region 6,branch 5,male,1440,2009,16320,35.0,0,1,leaseback,90,12480,0.764705882352941,31.1043684808696,2.6710832771,early,0.1
6247,region 7,branch 7,male,624,1995,5280,50.0,0,1,leaseback,90,4224,0.8,35.4595309883195,3.374,early,0.1
6248,region 6,branch 6,male,1920,2015,11040,45.0,1,1,leaseback,90,4800,0.434782608695652,28.7598797808228,2.5305,early,0.1
6249,region 6,branch 2,male,1920,2005,6720,35.0,0,1,leaseback,90,4800,0.714285714285714,37.0256683268008,3.374,early,0.1
6250,region 6,branch 7,male,1920,2005,11520,37.0,0,0,leaseback,90,8640,0.75,35.1731816246722,3.374,early,0.1
6251,region 6,branch 6,male,0,2007,14400,35.0,0,1,leaseback,90,9600,0.666666666666667,35.3850475933438,3.374,early,0.1
6252,region 1,branch 3,male,0,2001,12480,45.0,0,0,leaseback,90,8160,0.653846153846154,34.6030330898441,3.374,early,0.1
6253,region 6,branch 5,male,1440,2013,23040,37.0,1,0,leaseback,45,5760,0.25,28.5115802493361,2.5305,early,0.1
6254,region 2,branch 5,female,0,2005,9600,26.0,0,0,leaseback,90,7680,0.8,36.3667801128921,3.374,early,0.1
6255,region 1,branch 2,female,0,1998,4800,53.0,0,0,leaseback,90,2880,0.6,36.2660798746876,3.374,early,0.1
6256,region 6,branch 2,male,672,2006,9120,36.0,0,0,leasing,90,7200,0.789473684210526,35.0413965479763,3.374,early,0.1
6257,region 5,branch 6,male,1195,2006,13440,31.0,0,0,leaseback,90,10560,0.785714285714286,36.3461248059407,3.374,early,0.1
6258,region 5,branch 2,female,0,2005,19200,23.0,0,0,leasing,90,14160,0.7375,35.5126437612519,3.374,early,0.1
6259,region 6,branch 5,female,720,1998,7680,30.0,0,0,leaseback,90,5760,0.75,36.1656213659573,3.374,early,0.1
6260,region 5,branch 5,male,1920,2002,11520,27.0,0,0,leaseback,90,7200,0.625,36.2962080868233,3.374,early,0.1
6261,region 6,branch 3,male,960,2007,13440,26.0,0,0,leaseback,90,11040,0.821428571428571,36.5715977273912,3.374,early,0.1
6262,region 6,branch 3,male,0,1998,6000,34.0,0,0,leaseback,90,3840,0.64,36.2912160164126,3.374,early,0.1
6263,region 5,branch 3,male,960,2000,5280,46.0,0,0,leaseback,90,5280,1.0,36.6295876938032,3.374,early,0.1
6264,region 6,branch 3,male,1440,2004,22080,30.0,0,0,leaseback,90,13440,0.608695652173913,37.0233642425554,3.374,early,0.1
6265,region 5,branch 5,male,0,2008,7344,31.0,0,0,leaseback,90,6240,0.849673202614379,32.7310502864108,2.6710832771,early,0.1
6266,region 2,branch 6,female,0,1999,6696,37.0,0,0,leaseback,90,4800,0.716845878136201,32.9501935537842,2.6710832771,early,0.1
6267,region 5,branch 6,male,3840,2008,7776,45.0,1,0,leaseback,90,5280,0.679012345679012,33.2640365427012,2.6710832771,early,0.1
6268,region 8,branch 5,male,1680,2001,7776,33.0,0,0,leaseback,90,3840,0.493827160493827,33.369278988179,2.6710832771,early,0.1
6269,region 5,branch 5,male,1200,2001,4536,32.0,1,0,leaseback,90,2400,0.529100529100529,29.9816303023871,2.6710832771,early,0.1
6270,region 5,branch 6,male,1200,2017,25920,23.0,1,0,leaseback,90,10560,0.407407407407407,29.8242762543734,2.6710832771,early,0.1
6271,region 5,branch 5,male,0,2018,48586,27.0,0,0,leaseback,90,9600,0.197589409207666,30.1384191244072,2.6710832771,early,0.1
6272,region 3,branch 6,male,696,2007,6528,25.0,0,0,leaseback,90,3840,0.588235294117647,29.9281879281458,2.6710832771,early,0.1
6273,region 5,branch 5,male,1200,2002,6144,45.0,1,0,leaseback,90,4800,0.78125,29.3379977155507,2.6710832771,early,0.1
6274,region 5,branch 5,female,0,2000,8160,27.0,0,0,leaseback,90,5280,0.647058823529412,31.8312333908939,2.6710832771,early,0.1
6275,region 6,branch 2,male,0,2008,8640,63.0,0,0,leaseback,90,6720,0.777777777777778,31.9955328411921,2.6710832771,early,0.1
6276,region 6,branch 2,male,2400,2010,13440,33.0,1,0,leaseback,90,10752,0.8,29.5630648132513,2.6710832771,early,0.1
6277,region 6,branch 2,male,2256,2011,14880,34.0,1,0,leaseback,90,9600,0.645161290322581,29.966061634537,2.6710832771,early,0.1
6278,region 5,branch 5,female,1440,2008,7680,25.0,1,0,leaseback,90,1920,0.25,30.6373938615584,2.6710832771,early,0.1
6279,region 6,branch 5,male,0,2004,8160,25.0,0,0,leaseback,90,4080,0.5,32.0469345949953,2.6710832771,early,0.1
6280,region 6,branch 5,male,0,2006,7680,30.0,0,0,leaseback,90,4320,0.5625,32.9262474328014,2.6710832771,early,0.1
6281,region 6,branch 5,male,0,2006,11520,27.0,0,0,leaseback,90,6720,0.583333333333333,32.6246244893011,2.6710832771,early,0.1
6282,region 5,branch 2,male,1920,2006,7680,27.0,0,0,leaseback,90,4800,0.625,32.8491544770059,2.6710832771,early,0.1
6283,region 5,branch 6,female,7200,2013,15840,41.0,0,0,leaseback,90,12480,0.787878787878788,31.9589422269567,2.6710832771,early,0.1
6284,region 3,branch 6,female,960,1999,5760,68.0,0,0,leaseback,90,2880,0.5,32.8615177183237,2.6710832771,early,0.1
6285,region 5,branch 2,male,422,2006,26400,29.0,0,0,leaseback,90,8160,0.309090909090909,33.5166490480024,2.6710832771,early,0.1
6286,region 9,branch 4,male,600,2003,10080,30.0,0,0,leaseback,90,3120,0.30952380952381,32.2750787793254,2.6710832771,early,0.1
6287,region 5,branch 5,male,960,2011,16800,35.0,0,0,leaseback,90,13440,0.8,33.4237094866159,2.6710832771,early,0.1
6288,region 5,branch 6,male,4320,2007,26400,27.0,0,0,leasing,90,13920,0.527272727272727,31.9545274674238,2.6710832771,early,0.1
6289,region 8,branch 6,male,0,2000,5280,36.0,0,0,leasing,90,4080,0.772727272727273,32.1092899666046,2.6710832771,early,0.1
6290,region 5,branch 6,male,0,2008,15840,29.0,0,0,leaseback,90,3024,0.190909090909091,33.3713355060883,2.6710832771,early,0.1
6291,region 7,branch 7,male,3840,2006,24960,24.0,0,0,leaseback,90,13920,0.557692307692308,32.3295458918062,2.6710832771,early,0.1
6292,region 6,branch 6,male,0,1996,6240,31.0,0,0,leaseback,90,5280,0.846153846153846,33.4229050607101,2.6710832771,early,0.1
