clientid,region,branch,client_gender,income,vehicle_production_year,vehicle_initial_assessment_value,age,had_car_loan,had_other_loans,loan_type,loan_initial_term,loan_initial_amount,loan_to_value_ratio,annual_percentage_rate,monthly_interest_rate,client_type,ratio
2943,region 5,branch 5,male,0,2004,8640,67.0,0,0,leaseback,36,1680,0.194444444444444,36.3716308032733,2.6710832771,early,0.375
2944,region 6,branch 6,male,1920,2014,27840,42.0,0,0,leaseback,72,21600,0.775862068965517,33.8251028381672,2.6710832771,early,0.375
2945,region 6,branch 6,male,864,1999,5280,49.0,0,0,leasing,36,4752,0.9,36.7166433505566,2.6710832771,early,0.375
2946,region 3,branch 2,male,1008,2006,4320,24.0,0,0,leaseback,36,3360,0.777777777777778,36.4275831624813,2.6710832771,early,0.375
2947,region 6,branch 5,male,1440,1998,9120,38.0,1,0,leaseback,72,7200,0.789473684210526,32.4869535954511,2.6710832771,early,0.375
2948,region 3,branch 5,male,1440,2008,13440,34.0,1,0,leaseback,72,10560,0.785714285714286,30.406386035259,2.6710832771,early,0.375
2949,region 5,branch 6,male,4301,2004,13440,42.0,0,0,leaseback,72,7200,0.535714285714286,32.9944455575133,2.6710832771,early,0.375
2950,region 10,branch 1,male,0,2005,15840,52.0,0,0,leaseback,72,7200,0.454545454545455,33.2883644598975,2.6710832771,early,0.375
2951,region 6,branch 5,male,0,2003,15840,46.0,0,0,leasing,72,12480,0.787878787878788,35.9865433662252,3.374,early,0.375
2952,region 7,branch 7,male,720,2004,3456,54.0,1,0,leaseback,36,1920,0.555555555555556,30.4041221987214,2.5305,early,0.375
2953,region 5,branch 5,male,1920,2003,8160,28.0,0,0,leaseback,36,6528,0.8,36.3100161853023,3.374,early,0.375
2954,region 5,branch 5,female,0,2001,7200,52.0,0,0,leaseback,36,2640,0.366666666666667,38.8130453388565,3.374,early,0.375
2955,region 6,branch 5,male,0,2011,21120,31.0,0,0,leasing,72,16800,0.795454545454545,28.6660711806123,2.5305,early,0.375
2956,region 6,branch 5,male,1200,2011,13440,32.0,0,0,leaseback,72,7200,0.535714285714286,34.86498076516,3.374,early,0.375
2957,region 6,branch 5,female,720,2007,6720,29.0,0,0,leaseback,72,5376,0.8,36.3954118292146,3.374,early,0.375
2958,region 6,branch 6,female,0,2003,7200,66.0,0,0,leaseback,72,5760,0.8,36.5585596433912,3.374,early,0.375
2959,region 6,branch 5,male,2400,2007,16800,30.0,0,0,leaseback,72,9600,0.571428571428571,35.2523106101429,3.374,early,0.375
2960,region 6,branch 5,male,960,1998,5760,40.0,0,0,leasing,72,4560,0.791666666666667,36.331888428489,3.374,early,0.375
2961,region 6,branch 5,male,3096,2000,7200,36.0,0,0,leasing,36,2400,0.333333333333333,38.8553675341185,3.374,early,0.375
2962,region 6,branch 6,male,1200,1998,4800,29.0,1,1,leaseback,36,1680,0.35,27.4046704502193,2.5305,early,0.375
2963,region 7,branch 7,male,1440,1999,8160,45.0,0,0,leasing,36,7200,0.882352941176471,22.0291664230824,2.5305,early,0.375
2964,region 6,branch 5,male,864,1998,4320,53.0,0,1,leaseback,36,2400,0.555555555555556,36.86641866162,3.374,early,0.375
2965,region 8,branch 5,male,0,2008,3840,22.0,0,0,leaseback,36,1680,0.4375,39.7897852863936,3.374,early,0.375
2966,region 7,branch 7,male,1680,2004,12960,26.0,0,0,leasing,36,7680,0.592592592592593,36.6995294678222,3.374,early,0.375
2967,region 5,branch 6,male,1440,2000,5760,41.0,0,0,leaseback,36,2400,0.416666666666667,37.567089262364,3.374,early,0.375
2968,region 6,branch 3,female,0,2003,9600,29.0,0,0,leaseback,36,6720,0.7,37.6998757915501,3.374,early,0.375
2969,region 6,branch 3,female,624,2003,4756,27.0,0,0,leaseback,36,3600,0.756867413772845,35.4872161066218,3.374,early,0.375
2970,region 6,branch 3,female,1200,1993,4800,52.0,0,0,leaseback,36,3360,0.7,37.157239432955,3.374,early,0.375
2971,region 3,branch 3,male,720,2000,7680,58.0,0,0,leaseback,36,2400,0.3125,37.1454201054944,3.374,early,0.375
2972,region 6,branch 3,male,1200,1997,9120,41.0,0,0,leaseback,36,4190,0.459473684210526,37.9320689107528,3.374,early,0.375
2973,region 6,branch 5,male,2880,2005,6720,35.0,0,0,leaseback,36,5280,0.785714285714286,35.9375956494576,3.374,early,0.375
2974,region 8,branch 6,female,0,2002,7200,53.0,0,0,leaseback,36,1680,0.233333333333333,37.9035076509585,3.374,early,0.375
2975,region 5,branch 5,male,1200,2005,14400,32.0,0,0,leaseback,36,7200,0.5,38.258632302652,3.374,early,0.375
2976,region 8,branch 2,female,1920,2007,19200,43.0,0,0,leaseback,36,12000,0.625,38.4844035489324,3.374,early,0.375
2977,region 6,branch 2,male,2400,2010,16800,34.0,0,0,leaseback,36,9600,0.571428571428571,38.2203518569218,3.374,early,0.375
2978,region 6,branch 5,female,0,1999,9600,47.0,0,0,leaseback,36,4800,0.5,35.9574363648595,3.374,early,0.375
2979,region 5,branch 5,male,1920,2008,9120,46.0,0,0,leaseback,36,4320,0.473684210526316,38.3608477481725,3.374,early,0.375
2980,region 2,branch 5,male,2016,2000,9600,43.0,0,0,leaseback,36,5760,0.6,36.0575083225756,3.374,early,0.375
2981,region 7,branch 7,male,720,1997,7200,26.0,0,0,leasing,36,5760,0.8,37.4444624023557,3.374,early,0.375
2982,region 8,branch 5,male,1680,1998,4800,36.0,0,0,leasing,36,3840,0.8,38.1063647003053,3.374,early,0.375
2983,region 6,branch 6,male,720,1999,5040,27.0,0,0,leaseback,36,4176,0.828571428571429,37.0946996423397,3.374,early,0.375
2984,region 5,branch 3,male,960,1995,6720,30.0,0,0,leaseback,36,1920,0.285714285714286,36.9779323856544,3.374,early,0.375
2985,region 3,branch 3,male,864,2008,8160,29.0,0,0,leaseback,36,6240,0.764705882352941,37.2894602727605,3.374,early,0.375
2986,region 6,branch 3,female,720,2000,5760,53.0,0,0,leaseback,36,3360,0.583333333333333,36.4627662850486,3.374,early,0.375
2987,region 6,branch 3,female,960,1998,7200,45.0,0,0,leaseback,36,5280,0.733333333333333,38.0283577515886,3.374,early,0.375
2988,region 6,branch 3,male,1008,2001,9600,26.0,0,0,leaseback,36,7200,0.75,36.5704167415116,3.374,early,0.375
2989,region 5,branch 3,male,1440,1999,6240,26.0,0,0,leaseback,36,3840,0.615384615384615,37.6798827341891,3.374,early,0.375
2990,region 8,branch 3,male,2160,2011,64800,52.0,0,0,leaseback,36,2640,0.0407407407407407,37.2446763530658,3.374,early,0.375
2991,region 6,branch 3,male,0,2006,19200,35.0,0,0,leaseback,36,9120,0.475,37.0949447696906,3.374,early,0.375
2992,region 6,branch 3,female,3840,1999,7200,39.0,0,0,leaseback,36,2880,0.4,39.2144165891737,3.374,early,0.375
2993,region 5,branch 3,male,2880,1996,5760,41.0,0,0,leaseback,36,3600,0.625,38.8452520390771,3.374,early,0.375
2994,region 5,branch 3,female,960,2006,6240,35.0,0,0,leaseback,36,4680,0.75,35.9630256387006,3.374,early,0.375
2995,Unknown,branch 6,male,1440,2006,7200,30.0,0,0,leaseback,36,4320,0.6,38.3608477481725,3.374,early,0.375
2996,Unknown,branch 3,male,0,1999,4320,34.0,0,0,leaseback,72,3360,0.777777777777778,35.3748661106443,3.374,early,0.375
2997,Unknown,branch 3,male,0,1999,5760,29.0,0,0,leaseback,36,2400,0.416666666666667,37.7084975325471,3.374,early,0.375
2998,Unknown,branch 3,male,0,2002,4320,28.0,0,0,leasing,36,2160,0.5,35.9514642430883,3.374,early,0.375
2999,Unknown,branch 6,male,1920,2003,11520,54.0,0,0,leaseback,36,4800,0.416666666666667,34.3501612298536,3.374,early,0.375
3000,Unknown,branch 5,female,0,1999,7200,47.0,0,0,leasing,36,6240,0.866666666666667,37.7123393283675,3.374,early,0.375
3001,Unknown,branch 5,male,0,1997,5760,28.0,0,0,leaseback,36,1680,0.291666666666667,36.2272121836722,3.374,early,0.375
3002,Unknown,branch 3,male,0,2012,10560,30.0,0,0,leaseback,36,3360,0.318181818181818,38.8674309076011,3.374,early,0.375
3003,Unknown,branch 3,male,0,2010,4608,40.0,0,0,leaseback,36,2400,0.520833333333333,38.8553675341185,3.374,early,0.375
3004,region 1,branch 2,male,0,2011,7200,28.0,0,0,leaseback,90,2880,0.4,36.6458897662774,3.374,early,0.366666666666667
3005,region 5,branch 2,male,0,2008,7680,33.0,0,0,leaseback,90,1680,0.21875,36.5623706879046,3.374,early,0.366666666666667
3006,region 9,branch 4,male,0,2004,14880,22.0,1,0,leasing,45,7200,0.483870967741935,34.8094078258103,2.6710832771,early,0.366666666666667
3007,region 5,branch 5,male,960,2012,14400,26.0,0,0,leaseback,90,11520,0.8,35.8913685389893,3.374,early,0.366666666666667
3008,region 2,branch 6,female,480,2011,13440,59.0,0,0,leaseback,90,9600,0.714285714285714,36.2007028722845,3.374,early,0.366666666666667
3009,region 3,branch 6,male,960,2004,12000,34.0,0,0,leaseback,90,9600,0.8,36.3516290572057,3.374,early,0.366666666666667
3010,region 6,branch 2,male,1680,1999,5280,32.0,1,0,leaseback,90,4560,0.863636363636364,28.6032067050385,2.5305,early,0.366666666666667
3011,region 6,branch 6,male,1440,2004,11520,37.0,0,0,leaseback,90,7680,0.666666666666667,35.3996638611903,3.374,early,0.366666666666667
3012,region 6,branch 3,male,1200,1999,7200,34.0,0,0,leasing,90,5760,0.8,36.3163614723302,3.374,early,0.366666666666667
3013,region 6,branch 3,female,7200,2000,10560,45.0,0,0,leasing,90,7200,0.681818181818182,36.6763918365969,3.374,early,0.366666666666667
3014,region 6,branch 3,female,1152,2007,24000,23.0,0,0,leaseback,90,14400,0.6,36.7888572264754,3.374,early,0.366666666666667
3015,region 6,branch 3,male,1200,1996,7680,27.0,0,0,leasing,90,4800,0.625,36.4122650002205,3.374,early,0.366666666666667
3016,region 6,branch 3,male,1440,1998,11520,47.0,0,0,leaseback,90,5760,0.5,34.8448931839751,3.374,early,0.366666666666667
3017,region 6,branch 6,female,1152,2011,15840,34.0,0,0,leasing,45,12480,0.787878787878788,35.3914485114653,3.374,early,0.366666666666667
3018,Unknown,branch 2,male,432,2005,3840,63.0,0,0,leaseback,45,3360,0.875,35.0147929329733,3.374,early,0.366666666666667
3019,Unknown,branch 5,male,0,2001,9600,28.0,0,0,leaseback,90,7680,0.8,36.3667801128921,3.374,early,0.366666666666667
3020,Unknown,branch 3,female,0,2006,16800,33.0,1,0,leaseback,90,11520,0.685714285714286,35.7429304087908,3.374,early,0.366666666666667
3021,region 3,branch 3,male,960,2011,7200,37.0,0,0,leaseback,104,4656,0.646666666666667,35.8003861168198,3.374,early,0.36231884057971
3022,region 10,branch 1,male,648,1999,5760,30.0,1,1,leaseback,54,2880,0.5,29.5246914003598,2.6710832771,early,0.361111111111111
3023,region 10,branch 1,male,1680,1999,5760,24.0,0,1,leaseback,54,4608,0.8,34.2527326206562,2.6710832771,early,0.361111111111111
3024,region 6,branch 2,male,2160,2002,11520,43.0,1,0,leaseback,54,6000,0.520833333333333,30.0408645839899,2.6710832771,early,0.361111111111111
3025,region 3,branch 2,male,0,1999,5280,22.0,0,1,leasing,54,2880,0.545454545454545,31.6255747926526,2.6710832771,early,0.361111111111111
3026,region 5,branch 2,male,7200,2014,20160,33.0,1,1,leaseback,54,16128,0.8,29.8082823376123,2.6710832771,early,0.361111111111111
3027,region 9,branch 4,male,2400,2005,3840,43.0,0,1,leaseback,54,2400,0.625,37.1810379121031,3.374,early,0.361111111111111
3028,region 7,branch 7,male,1416,2000,4800,35.0,0,1,leaseback,54,3840,0.8,37.1599330784203,3.374,early,0.361111111111111
3029,region 6,branch 5,male,0,1998,7680,47.0,0,0,leaseback,54,5760,0.75,36.3663225251968,3.374,early,0.361111111111111
3030,region 10,branch 1,male,864,2002,9120,30.0,0,0,leaseback,54,2640,0.289473684210526,36.5281537839514,3.374,early,0.361111111111111
3031,region 7,branch 7,male,720,1999,4800,32.0,1,1,leasing,54,3840,0.8,22.4747494951761,2.5305,early,0.361111111111111
3032,region 6,branch 5,male,1680,2003,7200,35.0,0,0,leaseback,54,4800,0.666666666666667,35.3829256728791,3.374,early,0.361111111111111
3033,region 6,branch 5,male,1296,1998,5280,30.0,0,0,leasing,54,3360,0.636363636363636,36.1572883205044,3.374,early,0.361111111111111
3034,region 2,branch 5,male,1680,2006,4608,39.0,0,0,leasing,54,3600,0.78125,35.3364213222335,3.374,early,0.361111111111111
3035,region 10,branch 1,male,2160,1997,7680,24.0,0,0,leaseback,54,4608,0.6,36.196070484735,3.374,early,0.361111111111111
3036,region 4,branch 5,male,1776,2007,19200,28.0,0,0,leaseback,54,7200,0.375,37.0622932418998,3.374,early,0.361111111111111
3037,region 10,branch 1,male,1296,2002,12480,30.0,1,0,leaseback,54,4800,0.384615384615385,28.3404401769223,2.6710832771,early,0.361111111111111
3038,region 9,branch 4,male,0,2011,15360,26.0,0,0,leaseback,54,12000,0.78125,32.8088168485661,2.6710832771,early,0.361111111111111
3039,region 6,branch 5,female,2400,2007,16320,37.0,1,0,leaseback,54,12000,0.735294117647059,30.633141174345,2.6710832771,early,0.361111111111111
3040,region 7,branch 7,male,576,1998,5760,25.0,0,0,leaseback,54,4080,0.708333333333333,34.2747747249342,2.6710832771,early,0.361111111111111
3041,region 5,branch 2,female,3360,2010,31200,46.0,0,0,leaseback,54,9600,0.307692307692308,33.7120706735667,2.6710832771,early,0.361111111111111
3042,region 8,branch 5,male,2400,2012,11520,40.0,1,0,leaseback,54,9120,0.791666666666667,29.0492462998198,2.6710832771,early,0.361111111111111
3043,region 5,branch 5,male,960,2001,8160,28.0,0,0,leaseback,54,4560,0.558823529411765,34.0724588336556,2.6710832771,early,0.361111111111111
3044,region 5,branch 2,male,624,2010,7680,24.0,0,0,leaseback,54,5760,0.75,34.7699028698678,2.6710832771,early,0.361111111111111
3045,region 5,branch 5,male,1152,2011,13920,25.0,1,0,leaseback,54,12000,0.862068965517241,30.3067235963071,2.6710832771,early,0.361111111111111
3046,region 5,branch 5,female,0,2003,9600,38.0,0,0,leaseback,54,7680,0.8,35.9252309457653,3.374,early,0.361111111111111
3047,region 2,branch 5,female,816,2007,8640,37.0,0,0,leaseback,54,6240,0.722222222222222,36.6642052441541,3.374,early,0.361111111111111
3048,region 6,branch 5,female,2419,2012,19200,38.0,0,0,leaseback,54,15360,0.8,21.2582728383557,2.5305,early,0.361111111111111
3049,region 5,branch 6,male,960,2005,16800,34.0,0,0,leaseback,54,9600,0.571428571428571,36.4141000049899,3.374,early,0.361111111111111
3050,region 8,branch 6,male,2880,2007,16800,31.0,1,0,leaseback,54,13440,0.8,29.7827939500018,2.5305,early,0.361111111111111
3051,region 3,branch 5,male,514,2000,6240,24.0,0,0,leaseback,54,4800,0.769230769230769,35.9860088932347,3.374,early,0.361111111111111
3052,region 9,branch 4,male,4800,2009,29760,50.0,0,0,leasing,54,19200,0.645161290322581,37.5170872488334,3.374,early,0.361111111111111
3053,region 6,branch 2,male,0,2010,11520,30.0,0,0,leaseback,54,2400,0.208333333333333,35.4427611158263,3.374,early,0.361111111111111
3054,region 10,branch 1,male,1469,2003,8640,34.0,0,0,leaseback,54,4800,0.555555555555556,35.283375352166,3.374,early,0.361111111111111
3055,region 10,branch 5,male,0,2000,7200,64.0,0,0,leasing,54,6480,0.9,36.762853104719,3.374,early,0.361111111111111
3056,region 6,branch 5,male,1200,1999,8160,35.0,0,0,leaseback,54,6240,0.764705882352941,35.5458565595104,3.374,early,0.361111111111111
3057,region 3,branch 5,male,1440,1998,11520,58.0,0,0,leaseback,54,5280,0.458333333333333,35.0707134855317,3.374,early,0.361111111111111
3058,region 8,branch 6,male,1200,1997,3840,43.0,1,0,leaseback,54,2880,0.75,28.2685635872715,2.5305,early,0.361111111111111
3059,region 6,branch 5,male,576,2002,9600,31.0,0,0,leaseback,54,3840,0.4,37.6867589051974,3.374,early,0.361111111111111
3060,region 5,branch 2,male,0,1996,6720,35.0,0,0,leaseback,54,5280,0.785714285714286,36.5841792771002,3.374,early,0.361111111111111
3061,region 5,branch 6,male,768,2000,5280,27.0,1,0,leaseback,54,1920,0.363636363636364,27.8573186361008,2.5305,early,0.361111111111111
3062,region 6,branch 6,male,1200,2002,9600,29.0,0,0,leaseback,54,7680,0.8,36.7436726830699,3.374,early,0.361111111111111
3063,region 9,branch 2,male,1344,1995,5280,68.0,0,0,leaseback,54,2400,0.454545454545455,37.285880772898,3.374,early,0.361111111111111
3064,region 6,branch 5,male,816,1994,5760,32.0,0,0,leasing,54,4080,0.708333333333333,36.7315888513106,3.374,early,0.361111111111111
3065,region 10,branch 1,male,1440,2001,8160,26.0,0,0,leaseback,54,4800,0.588235294117647,36.2913189580516,3.374,early,0.361111111111111
3066,region 8,branch 5,male,0,1999,4800,37.0,0,0,leaseback,54,2880,0.6,36.5032015027961,3.374,early,0.361111111111111
3067,region 6,branch 7,male,720,2009,8160,49.0,0,0,leasing,54,5760,0.705882352941177,37.6159694261061,3.374,early,0.361111111111111
3068,region 6,branch 5,male,1440,2007,13920,33.0,0,0,leaseback,54,11520,0.827586206896552,37.3345086636343,3.374,early,0.361111111111111
3069,region 6,branch 5,male,720,2001,10080,23.0,0,0,leaseback,54,3840,0.380952380952381,38.0064489910877,3.374,early,0.361111111111111
3070,region 6,branch 5,male,1200,2000,6240,30.0,0,0,leaseback,54,4800,0.769230769230769,36.2913189580516,3.374,early,0.361111111111111
3071,region 3,branch 3,male,960,1998,6816,31.0,0,0,leaseback,108,5760,0.845070422535211,35.9602840025975,3.374,early,0.361111111111111
3072,region 3,branch 3,male,1440,1998,4320,65.0,0,0,leaseback,54,2400,0.555555555555556,36.868270867112,3.374,early,0.361111111111111
3073,region 6,branch 3,male,960,2004,46560,23.0,0,0,leasing,54,3696,0.0793814432989691,36.3402290548571,3.374,early,0.361111111111111
3074,region 6,branch 3,female,960,2005,9600,44.0,0,0,leaseback,54,7200,0.75,37.1667815455542,3.374,early,0.361111111111111
3075,region 8,branch 3,female,648,2013,8640,65.0,0,0,leaseback,54,6240,0.722222222222222,36.9751942036242,3.374,early,0.361111111111111
3076,region 2,branch 3,male,960,2005,4800,25.0,0,0,leaseback,54,1680,0.35,37.2201268257327,3.374,early,0.361111111111111
3077,region 6,branch 3,female,466,2002,9600,49.0,0,0,leasing,54,4800,0.5,35.5828476434618,3.374,early,0.361111111111111
3078,region 6,branch 3,female,9600,2005,37920,49.0,0,0,leaseback,54,21600,0.569620253164557,37.301776962479,3.374,early,0.361111111111111
3079,Unknown,branch 2,male,1440,2000,8160,49.0,1,0,leaseback,54,6480,0.794117647058823,28.3677387819484,2.5305,early,0.361111111111111
3080,Unknown,branch 3,male,840,2004,6720,27.0,0,0,leaseback,54,5280,0.785714285714286,37.6288225362905,3.374,early,0.361111111111111
3081,Unknown,branch 3,male,1896,2004,17531,51.0,1,0,leaseback,54,14400,0.821383701779321,37.006619115668,3.374,early,0.361111111111111
3082,region 7,branch 7,male,720,1998,6240,27.0,0,0,leaseback,72,2400,0.384615384615385,35.8678056732905,3.374,early,0.354166666666667
3083,region 6,branch 6,female,720,2000,8160,30.0,0,0,leaseback,72,7344,0.9,36.619776574457,3.374,early,0.354166666666667
3084,region 5,branch 5,male,0,2007,7680,37.0,1,0,leaseback,72,6912,0.9,29.3210744416159,2.6710832771,early,0.354166666666667
3085,region 6,branch 2,male,1920,1999,8640,32.0,0,0,leaseback,72,2880,0.333333333333333,33.0521831148008,2.6710832771,early,0.354166666666667
3086,region 5,branch 6,male,1680,2008,17280,47.0,0,0,leaseback,72,10560,0.611111111111111,33.2603519541541,2.6710832771,early,0.354166666666667
3087,region 7,branch 7,male,3360,2005,27840,47.0,0,0,leaseback,72,21600,0.775862068965517,21.4214416328779,2.5305,early,0.354166666666667
3088,region 6,branch 5,male,1200,2000,9120,32.0,1,0,leaseback,72,7296,0.8,28.8956860912353,2.5305,early,0.354166666666667
3089,region 6,branch 2,male,0,1997,7200,39.0,0,0,leaseback,72,4320,0.6,36.3398821552389,3.374,early,0.354166666666667
3090,region 6,branch 5,male,480,2007,6720,61.0,0,0,leasing,72,5280,0.785714285714286,35.9733197012774,3.374,early,0.354166666666667
3091,region 7,branch 7,male,1440,1992,3840,31.0,0,0,leasing,72,2400,0.625,37.4177319547457,3.374,early,0.354166666666667
3092,Unknown,branch 5,male,1920,1995,6240,34.0,0,0,leaseback,72,4800,0.769230769230769,36.5814829653586,3.374,early,0.354166666666667
3093,region 6,branch 2,male,0,2009,6240,43.0,0,1,leaseback,90,5280,0.846153846153846,33.0320064622804,2.6710832771,early,0.35
3094,region 1,branch 2,male,0,2002,7200,30.0,0,0,leaseback,90,2400,0.333333333333333,35.3411961441701,3.374,early,0.35
3095,region 6,branch 2,male,0,2007,12000,41.0,0,0,leaseback,90,7200,0.6,35.6247585303053,3.374,early,0.35
3096,region 6,branch 5,male,960,2003,16320,27.0,1,0,leaseback,90,9600,0.588235294117647,28.5490827128927,2.5305,early,0.35
3097,region 6,branch 5,female,1440,1997,8160,47.0,0,0,leaseback,90,7200,0.882352941176471,34.8258173770634,3.374,early,0.35
3098,region 6,branch 5,female,0,1998,5760,55.0,0,0,leaseback,90,4320,0.75,36.5779392058168,3.374,early,0.35
3099,region 3,branch 2,male,1440,1999,7680,40.0,0,0,leaseback,90,2880,0.375,35.2295800094695,3.374,early,0.35
3100,region 3,branch 6,female,0,2003,11040,23.0,0,0,leasing,90,8160,0.739130434782609,35.911808770428,3.374,early,0.35
3101,region 6,branch 5,male,1920,2001,12960,62.0,1,0,leaseback,90,7200,0.555555555555556,29.4397986104487,2.5305,early,0.35
3102,region 9,branch 4,male,1200,2000,4320,28.0,0,0,leaseback,90,1680,0.388888888888889,35.1500681090723,3.374,early,0.35
3103,region 6,branch 3,male,960,2010,12480,24.0,0,0,leasing,90,7200,0.576923076923077,35.1136381897955,3.374,early,0.35
3104,region 6,branch 3,male,2400,2009,91200,31.0,0,0,leaseback,90,24000,0.263157894736842,36.542940800591,3.374,early,0.35
3105,region 6,branch 3,female,960,2009,19680,29.0,0,0,leaseback,90,12480,0.634146341463415,34.650958478278,3.374,early,0.35
3106,region 6,branch 3,female,2784,2007,13440,68.0,0,0,leaseback,90,8640,0.642857142857143,35.9824811783628,3.374,early,0.35
3107,region 3,branch 3,male,1440,1999,11520,28.0,0,0,leaseback,90,7200,0.625,36.9070151409087,3.374,early,0.35
3108,region 1,branch 3,female,960,1992,4608,23.0,0,0,leaseback,90,2880,0.625,34.8687153019597,3.374,early,0.35
3109,region 6,branch 3,female,1056,2007,11520,33.0,0,0,leaseback,90,4800,0.416666666666667,35.4435419125536,3.374,early,0.35
3110,region 5,branch 3,male,1680,2001,8038,28.0,0,0,leaseback,90,3600,0.447857142409286,35.6296637982685,3.374,early,0.35
3111,region 2,branch 3,male,1248,1996,8160,61.0,0,0,leaseback,90,5760,0.705882352941177,35.7923280454517,3.374,early,0.35
3112,Unknown,branch 3,male,0,2009,20640,43.0,0,0,leaseback,108,15360,0.744186046511628,35.4279487734019,3.374,early,0.347222222222222
3113,region 5,branch 6,male,250,2006,8736,22.0,0,1,leaseback,36,4800,0.549450549450549,36.0741805419597,2.6710832771,early,0.333333333333333
3114,region 5,branch 2,female,0,2011,10080,26.0,0,1,leaseback,54,5760,0.571428571428571,33.5861573663503,2.6710832771,early,0.333333333333333
3115,region 5,branch 5,male,960,2008,3360,27.0,0,1,leaseback,36,1920,0.571428571428571,34.6581165080486,2.6710832771,early,0.333333333333333
3116,region 7,branch 7,male,0,2011,14400,46.0,0,1,leaseback,54,7200,0.5,34.6498886244896,2.6710832771,early,0.333333333333333
3117,region 10,branch 1,male,1680,1999,6720,25.0,1,1,leaseback,54,2880,0.428571428571429,29.287415429968,2.6710832771,early,0.333333333333333
3118,region 3,branch 5,male,672,2008,4800,25.0,0,1,leaseback,54,2880,0.6,33.8100562888435,2.6710832771,early,0.333333333333333
3119,region 9,branch 4,male,0,1998,4800,32.0,0,1,leaseback,36,2880,0.6,34.5973944908465,2.6710832771,early,0.333333333333333
3120,region 5,branch 2,male,648,2002,8640,25.0,1,1,leaseback,36,6240,0.722222222222222,35.7683114998791,2.6710832771,early,0.333333333333333
3121,region 7,branch 7,male,1680,2002,8160,47.0,0,0,leaseback,36,2880,0.352941176470588,34.1077042435554,2.6710832771,early,0.333333333333333
3122,region 8,branch 5,male,1200,2002,5280,21.0,0,0,leaseback,54,2880,0.545454545454545,34.0815102184386,2.6710832771,early,0.333333333333333
3123,region 9,branch 2,male,1440,2010,7200,37.0,0,0,leaseback,45,5280,0.733333333333333,32.310280079639,2.6710832771,early,0.333333333333333
3124,region 5,branch 6,male,1056,2003,6240,42.0,0,1,leaseback,72,4320,0.692307692307692,33.0526470125501,2.6710832771,early,0.333333333333333
3125,region 8,branch 6,male,864,2001,5760,27.0,1,1,leaseback,90,4800,0.833333333333333,29.8456550610433,2.6710832771,early,0.333333333333333
3126,region 11,branch 6,female,864,2004,19200,23.0,0,0,leaseback,54,12960,0.675,33.2449155319461,2.6710832771,early,0.333333333333333
3127,region 2,branch 6,male,634,1999,5760,23.0,0,1,leasing,54,4800,0.833333333333333,34.7896854258684,3.374,early,0.333333333333333
3128,region 5,branch 5,male,1440,1999,5280,48.0,1,1,leaseback,90,4224,0.8,28.9908979431393,2.5305,early,0.333333333333333
3129,region 6,branch 2,male,0,2000,6240,45.0,0,1,leaseback,36,2400,0.384615384615385,38.2784397427433,3.374,early,0.333333333333333
3130,region 5,branch 5,male,1440,2008,15360,29.0,1,1,leaseback,72,12240,0.796875,28.1240001862543,2.5305,early,0.333333333333333
3131,region 7,branch 7,male,1200,2002,2880,36.0,0,0,leaseback,90,2304,0.8,35.9410753147072,3.374,early,0.333333333333333
3132,region 9,branch 4,male,1248,2007,8160,45.0,0,1,leaseback,72,1680,0.205882352941176,37.7169006008068,3.374,early,0.333333333333333
3133,region 8,branch 5,female,1920,2005,7680,43.0,0,0,leaseback,54,6144,0.8,35.5477782441055,3.374,early,0.333333333333333
3134,region 8,branch 5,male,0,1997,4080,49.0,0,0,leaseback,54,3600,0.882352941176471,36.5511687868405,3.374,early,0.333333333333333
3135,region 2,branch 5,male,0,2002,8640,39.0,0,0,leaseback,54,5280,0.611111111111111,36.687330805067,3.374,early,0.333333333333333
3136,region 6,branch 6,male,1440,2001,7200,32.0,0,1,leaseback,54,4320,0.6,37.5572458723628,3.374,early,0.333333333333333
3137,region 6,branch 6,female,2400,2007,15600,38.0,0,0,leaseback,72,12480,0.8,37.015387009853,3.374,early,0.333333333333333
3138,region 6,branch 5,male,720,2007,23040,25.0,0,0,leaseback,54,3840,0.166666666666667,36.5374336487398,3.374,early,0.333333333333333
3139,region 3,branch 6,male,720,2000,6720,58.0,1,0,leaseback,54,2880,0.428571428571429,29.1870378861328,2.5305,early,0.333333333333333
3140,region 5,branch 5,male,2400,2001,6240,36.0,1,0,leasing,54,5280,0.846153846153846,29.2349956569218,2.5305,early,0.333333333333333
3141,region 6,branch 5,male,960,2001,10080,27.0,0,0,leaseback,54,4080,0.404761904761905,36.0146384586491,3.374,early,0.333333333333333
3142,region 5,branch 6,male,1920,2000,6720,39.0,0,0,leaseback,54,4800,0.714285714285714,38.2856320891304,3.374,early,0.333333333333333
3143,region 6,branch 3,male,1200,1998,6240,57.0,0,0,leaseback,90,4800,0.769230769230769,35.3704197033266,3.374,early,0.333333333333333
3144,region 6,branch 3,male,1440,2006,15360,40.0,1,0,leasing,90,9600,0.625,36.5795672495453,3.374,early,0.333333333333333
3145,region 3,branch 5,male,0,2001,5040,24.0,0,0,leaseback,36,3360,0.666666666666667,32.2681326590368,2.6710832771,early,0.333333333333333
3146,region 9,branch 4,male,0,1998,6720,24.0,0,0,leaseback,36,2400,0.357142857142857,37.2062202066147,2.6710832771,early,0.333333333333333
