client_gender,vehicle_production_year,age,had_car_loan,had_other_loans,loan_type,loan_initial_term,loan_to_value_ratio,annual_percentage_rate,monthly_interest_rate,region_region 1,region_region 10,region_region 11,region_region 12,region_region 2,region_region 3,region_region 4,region_region 5,region_region 6,region_region 7,region_region 8,region_region 9,branch_branch 2,branch_branch 3,branch_branch 4,branch_branch 5,branch_branch 6,branch_branch 7,default_status,log_income,log_vehical_value,log_loan_amount
1,2008,27.0,0,0,0,54,0.833333333333333,28.5092241262703,2.5305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.090076835776092,9.064157861798101,8.881836305004146
1,1999,33.0,0,0,0,54,0.769230769230769,36.1892666779342,3.374,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8.738735461363474,8.476371196895983
0,2004,59.0,0,0,0,54,0.486486486486487,36.8357314447279,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,9.784704016546161,9.064157861798101
0,2007,45.0,0,0,0,54,0.6,37.006619115668,3.374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.426549072397305,10.085809109330082,9.574983485564092
1,1996,26.0,0,0,0,54,0.888888888888889,36.0265808372549,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,8.371010681238156,8.253227645581772
1,2000,36.0,0,0,0,54,0.583333333333333,37.5053525951446,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.234898420314831,8.658692753689937,8.11969625295725
1,1998,60.0,0,0,0,54,0.875,35.8530686249538,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,8.253227645581772,8.11969625295725
0,1996,43.0,0,0,0,54,0.6,35.7010857963675,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,8.881836305004146,8.371010681238156
1,2000,58.0,0,0,1,54,0.833333333333333,36.4049813350966,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,9.469622969906265,9.287301413112312
1,1999,30.0,0,0,0,54,0.8,37.384665344997,3.374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.272398392570047,9.035986984831405,8.812843433517195
1,1998,23.0,0,0,0,54,0.827586206896552,37.7220234781215,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,8.847934753328465,8.658692753689937
1,2006,41.0,0,0,0,54,0.804347826086957,38.098858216102,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.426549072397305,9.309280319831087,9.091556835986216
1,1997,25.0,0,0,0,54,0.705882352941177,36.4688650537967,3.374,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,9.006999447958153,8.658692753689937
0,2004,32.0,0,0,1,54,0.75,36.762853104719,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.579251212010101,9.064157861798101,8.776475789346321
1,2003,30.0,1,0,0,54,0.833333333333333,36.6472562769158,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,9.064157861798101,8.881836305004146
1,2004,34.0,0,0,0,90,0.540540540540541,35.022172530949,3.374,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.783224016336037,9.784704016546161,9.169518377455928
1,1993,24.0,0,0,0,90,0.714285714285714,36.6407146252187,3.374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.169518377455928,8.812843433517195,8.476371196895983
1,1997,46.0,0,0,0,90,0.777777777777778,36.4643628759336,3.374,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5.726847747587197,8.371010681238156,8.11969625295725
1,2006,26.0,0,0,1,23,0.882352941176471,35.2167358113159,2.6710832771,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.272398392570047,9.006999447958153,8.881836305004146
1,2006,41.0,0,0,0,90,0.833333333333333,36.5673519168477,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.965545573129992,9.574983485564092,9.392661928770137
1,1996,44.0,0,1,0,36,0.269230769230769,37.2765095650782,2.6710832771,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.3561076606958915,8.738735461363474,7.426549072397305
1,2001,26.0,0,0,0,36,0.583333333333333,34.1237315775181,2.6710832771,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.090076835776092,7.965545573129992,7.426549072397305
1,2005,24.0,1,1,0,36,0.555555555555556,28.6944544856639,2.6710832771,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.090076835776092,9.469622969906265,8.881836305004146
1,1999,29.0,0,1,0,36,0.285714285714286,35.6552389513948,2.6710832771,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.090076835776092,8.812843433517195,7.560080465021827
1,1995,31.0,0,1,0,36,0.357142857142857,36.816902753361,2.6710832771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,8.812843433517195,7.783224016336037
1,1997,65.0,0,1,0,36,0.4375,35.0393937910871,2.6710832771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.761572768804055,8.946374826141717,8.11969625295725
1,2005,27.0,0,1,0,36,0.6,35.3425560157605,2.6710832771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.426549072397305,8.881836305004146,8.371010681238156
1,1998,60.0,0,0,0,72,0.769230769230769,35.3182393396461,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.426549072397305,8.738735461363474,8.476371196895983
0,2003,25.0,0,0,0,72,0.357142857142857,36.20568213423,3.374,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.272398392570047,8.812843433517195,7.783224016336037
1,2006,39.0,0,0,0,36,0.625,34.794433977837,2.6710832771,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.998936561946683,8.253227645581772,7.783224016336037
1,2007,21.0,0,0,0,36,0.131578947368421,36.3028556926437,2.6710832771,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,9.811372263628323,7.783224016336037
1,2001,31.0,0,0,0,36,0.318181818181818,36.6283666944908,2.6710832771,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.419994928147142,8.571681376700306,7.426549072397305
1,2013,36.0,0,0,0,36,0.416666666666667,34.547832045869,2.6710832771,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.11969625295725,8.658692753689937,7.783224016336037
1,1998,24.0,0,0,0,36,0.409090909090909,35.7185087074345,2.6710832771,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.761572768804055,8.571681376700306,7.67786350067821
0,2007,35.0,0,0,0,36,0.625,38.258632302652,3.374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.272398392570047,9.351839934249883,8.881836305004146
1,2000,35.0,0,0,1,72,0.772727272727273,34.4510154897712,3.374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.3561076606958915,9.264828557260252,9.006999447958153
1,2002,31.0,0,0,0,72,0.48,36.6445545823711,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,9.392661928770137,8.658692753689937
1,2006,44.0,0,0,1,108,0.59375,36.4616580936123,3.374,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.560080465021827,10.044987114809828,9.523690191176541
1,2004,25.0,0,0,0,72,0.85,36.8648712939751,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.866933284461882,8.476371196895983,8.313852267398207
1,2004,37.0,0,0,0,72,0.631578947368421,36.8172523582739,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.090076835776092,9.118225083068378,8.658692753689937
1,2010,24.0,0,0,1,36,0.9,38.7700965811927,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.866933284461882,8.571681376700306,8.466320861042481
1,2003,37.0,1,1,0,36,0.416666666666667,28.2751774456135,2.5305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.643789733147672,8.658692753689937,7.783224016336037
1,1993,37.0,0,1,0,36,0.8,36.0120968463278,3.374,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.090076835776092,7.783224016336037,7.560080465021827
1,1995,30.0,0,0,0,36,0.785714285714286,36.901555432872,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.761572768804055,8.812843433517195,8.571681376700306
0,1998,28.0,0,0,0,36,0.4,36.1488379086485,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.184148890937483,8.476371196895983,7.560080465021827
1,2000,40.0,0,0,1,36,0.791666666666667,29.4669889678239,2.5305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.579251212010101,8.658692753689937,8.425077902508432
1,2006,41.0,0,0,0,36,0.588235294117647,37.6232085701861,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.560080465021827,9.006999447958153,8.476371196895983
1,2007,57.0,1,0,0,36,1.0,38.3352771118305,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.6324011266014535,8.476371196895983,8.476371196895983
1,2007,41.0,0,0,0,36,0.727272727272727,38.5845649893883,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.090076835776092,8.977146484808472,8.658692753689937
1,2000,25.0,0,0,0,36,0.291666666666667,37.157239432955,3.374,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.783224016336037,9.351839934249883,8.11969625295725
0,2003,30.0,1,0,0,36,0.6,29.1779951727854,2.5305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.508787170634276,9.392661928770137,8.881836305004146
1,2004,42.0,0,0,0,36,0.791666666666667,37.6572466614701,3.374,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.11969625295725,9.351839934249883,9.118225083068378
1,2001,31.0,0,0,0,36,0.238095238095238,39.5865391787528,3.374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,9.21830854162536,7.783224016336037
1,2002,25.0,0,0,0,36,0.666666666666667,38.0110513399633,3.374,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.579251212010101,9.064157861798101,8.658692753689937
1,1994,50.0,0,0,0,36,0.5,35.9665529563574,3.374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.272398392570047,8.658692753689937,7.965545573129992
1,1994,27.0,0,0,1,36,0.8,36.699669722898,3.374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.560080465021827,8.476371196895983,8.253227645581772
0,2007,34.0,0,0,0,36,0.277777777777778,37.567089262364,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.962243464266207,9.064157861798101,7.783224016336037
1,2000,41.0,0,0,0,36,0.714285714285714,36.1577984415204,3.374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.090076835776092,9.21830854162536,8.881836305004146
1,1994,62.0,0,0,0,36,0.828571428571429,30.6882317578678,2.5305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.090076835776092,8.11969625295725,7.931644021454311
1,1996,29.0,0,0,0,36,0.6,37.7744766266111,3.374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,8.476371196895983,7.965545573129992
1,2004,31.0,0,0,0,36,0.625,36.3682773480545,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.761572768804055,8.946374826141717,8.476371196895983
1,1999,67.0,0,0,1,36,0.75,38.3608477481725,3.374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.436150368369428,8.658692753689937,8.371010681238156
0,2006,57.0,0,0,0,36,0.421052631578947,38.1063647003053,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.866933284461882,9.118225083068378,8.253227645581772
1,2000,33.0,0,0,0,36,0.3,39.2144165891737,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.272398392570047,9.169518377455928,7.965545573129992
1,2000,28.0,0,0,0,36,0.588235294117647,36.3682773480545,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.866933284461882,9.006999447958153,8.476371196895983
1,2004,25.0,0,0,0,36,0.736842105263158,36.0510489741926,3.374,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.272398392570047,8.425077902508432,8.11969625295725
1,2002,38.0,0,0,0,36,0.36,39.0842547301755,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.914252278742441,9.392661928770137,8.371010681238156
1,2003,41.0,0,0,0,36,0.25,38.2784397427433,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.579251212010101,9.169518377455928,7.783224016336037
0,1998,54.0,0,0,0,36,0.291666666666667,37.0577870091583,3.374,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.950642552587727,8.658692753689937,7.426549072397305
1,2007,66.0,0,0,1,36,0.685714285714286,36.3773619701778,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.67786350067821,9.72913416539135,9.351839934249883
1,2004,28.0,0,0,0,36,0.555555555555556,36.7828208064973,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.641182169740591,9.064157861798101,8.476371196895983
1,2010,34.0,0,0,0,36,0.166666666666667,37.5477640496082,3.374,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8.253227645581772,10.673595774232203,8.881836305004146
1,2002,27.0,0,0,0,36,0.590909090909091,35.2659424221766,2.6710832771,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.173786103901937,9.264828557260252,8.738735461363474
1,1998,22.0,0,0,0,36,0.6,39.376734180393,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,8.881836305004146,8.371010681238156
1,2006,47.0,0,0,0,36,0.514285714285714,37.9476250808601,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.272398392570047,9.72913416539135,9.064157861798101
1,1997,34.0,0,0,0,36,0.75,35.1704721867421,3.374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.272398392570047,8.658692753689937,8.371010681238156
1,2005,34.0,0,0,0,36,0.727272727272727,35.7398044472181,3.374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.264828557260252,8.946374826141717
1,2003,37.0,0,0,0,36,0.5,37.7614856103231,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,8.11969625295725,7.426549072397305
1,1994,27.0,0,0,0,36,0.555555555555556,39.1464895130462,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,8.371010681238156,7.783224016336037
1,1999,54.0,0,0,0,36,0.714285714285714,35.685575882128,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,8.812843433517195,8.476371196895983
0,2010,52.0,0,0,0,50,0.714285714285714,36.9573776552181,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.560080465021827,9.72913416539135,9.392661928770137
0,1996,43.0,0,0,0,90,0.714285714285714,36.4122650002205,3.374,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.579251212010101,8.812843433517195,8.476371196895983
1,2009,36.0,0,0,0,90,0.783783783783784,35.5868324944831,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.090076835776092,9.784704016546161,9.54108193388841
1,2007,33.0,0,0,0,90,0.714285714285714,37.1395529244001,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.560080465021827,9.21830854162536,8.881836305004146
1,2010,26.0,0,0,0,90,0.769230769230769,36.5643563212164,3.374,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.579251212010101,8.738735461363474,8.476371196895983
1,2007,47.0,0,0,0,90,0.555555555555556,35.8655773686639,3.374,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9.392661928770137,10.673595774232203,10.085809109330082
1,2000,30.0,0,0,0,90,0.777777777777778,36.7589091887896,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,9.064157861798101,8.812843433517195
1,2006,23.0,0,0,0,90,0.847457627118644,36.1135344613053,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,9.558176367247711,9.392661928770137
0,2002,58.0,0,0,1,90,0.636363636363636,36.9129023614286,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,9.264828557260252,8.812843433517195
1,2002,24.0,1,1,0,54,0.416666666666667,34.0449019701316,2.6710832771,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.866933284461882,8.658692753689937,7.783224016336037
0,1999,32.0,0,1,0,54,0.454545454545455,34.6857808254967,2.6710832771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.222576268071369,8.571681376700306,7.783224016336037
1,1998,30.0,1,0,0,54,0.9,29.3151883180931,2.5305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.336936913707618,8.658692753689937,8.55333223803211
1,2005,24.0,0,1,0,54,0.333333333333333,36.2505531714309,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.579251212010101,8.881836305004146,7.783224016336037
1,1994,41.0,0,0,0,54,0.75,35.6755610861304,3.374,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.579251212010101,8.812843433517195,8.525161361065415
1,2006,26.0,0,0,1,54,0.645161290322581,38.0918893673515,3.374,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.783224016336037,9.607773308387083,9.169518377455928
0,2001,41.0,0,0,1,54,0.75,37.0901662096408,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,8.946374826141717,8.658692753689937
1,2006,55.0,1,0,1,54,0.6875,30.4179834158038,2.6710832771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.965545573129992,9.351839934249883,8.977146484808472
1,2010,32.0,0,0,0,54,0.48,34.4932430749194,2.6710832771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.090076835776092,9.392661928770137,8.658692753689937
1,2000,46.0,0,0,1,54,0.291666666666667,34.6429265520628,2.6710832771,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.761572768804055,8.658692753689937,7.426549072397305
1,2010,41.0,0,0,0,54,0.176666666666667,31.8288942646177,2.6710832771,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.560080465021827,9.574983485564092,7.841492924460013
1,2009,48.0,1,0,0,54,0.756756756756757,30.3005140545293,2.6710832771,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.049254841255837,9.784704016546161,9.50599061407714
1,2007,69.0,0,0,0,54,0.782608695652174,34.909243948259,2.6710832771,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.272398392570047,9.309280319831087,9.064157861798101
0,2008,27.0,1,0,0,54,0.705882352941177,33.9462334750178,2.6710832771,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.3561076606958915,9.006999447958153,8.658692753689937
0,2008,50.0,0,0,0,54,0.6,32.5588074690006,2.6710832771,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.783224016336037,9.72913416539135,9.21830854162536
0,2011,67.0,0,0,0,54,0.774193548387097,33.9692188693693,2.6710832771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.560080465021827,9.607773308387083,9.351839934249883
1,2003,36.0,0,0,0,54,0.782608695652174,36.3208076703397,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.426549072397305,9.309280319831087,9.064157861798101
1,1999,65.0,0,0,0,54,0.8,37.0364726738832,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.579251212010101,8.571681376700306,8.348537825386098
1,2003,29.0,0,0,0,54,0.785714285714286,36.1744336166354,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.090076835776092,8.812843433517195,8.571681376700306
1,1999,38.0,0,0,0,54,0.666666666666667,36.1892666779342,3.374,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.783224016336037,8.881836305004146,8.476371196895983
1,2002,30.0,0,0,0,54,0.684210526315789,37.0794392246194,3.374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.579251212010101,9.118225083068378,8.738735461363474
1,2003,47.0,0,0,0,54,0.555555555555556,36.4414704275892,3.374,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.560080465021827,9.469622969906265,8.881836305004146
1,2001,46.0,1,0,0,54,0.625,37.4964547538595,3.374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.090076835776092,8.253227645581772,7.783224016336037
1,2000,55.0,0,0,1,54,0.777777777777778,36.3468015176106,3.374,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,9.064157861798101,8.812843433517195
1,2011,36.0,0,0,1,54,0.782608695652174,35.1833974654149,3.374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.783224016336037,9.71474542793925,9.469622969906265
1,2008,27.0,0,0,1,54,0.785714285714286,35.2689170807813,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.905753276311464,8.812843433517195,8.571681376700306
1,2007,53.0,0,0,1,54,0.892857142857143,37.2715639463972,3.374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.682482446534506,8.99516499031115,8.881836305004146
1,1993,39.0,0,0,0,54,0.75,36.9281248279567,3.374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.579251212010101,8.658692753689937,8.371010681238156
1,1999,34.0,0,0,0,27,0.7,35.9341909500119,3.374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.962243464266207,8.476371196895983,8.11969625295725
1,2005,24.0,0,0,0,54,0.625,36.7023783946467,3.374,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.866933284461882,8.946374826141717,8.476371196895983
1,1999,30.0,0,0,0,27,0.642857142857143,33.9992923419413,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,8.812843433517195,8.371010681238156
1,2007,41.0,0,0,0,54,0.382978723404255,36.5145538284641,3.374,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.560080465021827,9.33078652505205,8.371010681238156
1,2000,27.0,0,0,1,27,0.625,34.723169540128,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.783224016336037,8.658692753689937,8.1886891244442
1,1998,42.0,0,0,0,27,0.833333333333333,35.3066611699739,3.374,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7.272398392570047,8.658692753689937,8.476371196895983
0,1999,45.0,0,0,0,54,0.769230769230769,35.5828476434618,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.049254841255837,8.738735461363474,8.476371196895983
1,2005,36.0,0,0,0,54,0.285714285714286,35.3829256728791,3.374,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.866933284461882,9.72913416539135,8.476371196895983
1,2000,24.0,0,0,0,54,0.625,37.3276515790622,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.090076835776092,8.946374826141717,8.476371196895983
1,2005,37.0,0,0,0,54,0.705882352941177,36.571693470527,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.272398392570047,9.006999447958153,8.658692753689937
1,2001,56.0,0,0,0,54,0.411764705882353,37.5053525951446,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.962243464266207,9.006999447958153,8.11969625295725
1,2011,27.0,0,0,0,54,0.361111111111111,33.9699852669229,2.6710832771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.272398392570047,9.064157861798101,8.045588280803528
1,2007,41.0,0,0,0,54,0.85,36.884053045326,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.436150368369428,8.253227645581772,8.090708716083997
0,2007,55.0,0,0,1,54,0.8125,36.9751942036242,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.704414354964107,8.946374826141717,8.738735461363474
0,1999,54.0,0,0,1,54,0.666666666666667,35.6832215691855,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,8.881836305004146,8.476371196895983
1,1999,38.0,0,0,0,27,0.8,35.683416471968,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,8.571681376700306,8.348537825386098
1,2009,37.0,0,0,0,27,0.5,40.2681662278927,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.426549072397305,9.169518377455928,8.476371196895983
1,2015,38.0,0,0,0,54,0.666666666666667,36.1077941758465,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.090076835776092,9.574983485564092,9.169518377455928
0,2006,23.0,0,0,0,54,0.791666666666667,37.4417859702928,3.374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,8.658692753689937,8.425077902508432
1,1999,47.0,0,0,0,72,0.769230769230769,36.7538377629431,3.374,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.866933284461882,8.738735461363474,8.476371196895983
1,2006,34.0,0,0,1,72,0.9,36.9779898578317,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,8.881836305004146,8.776475789346321
1,2006,29.0,0,0,0,72,0.85,36.2685691155086,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.51025834052315,9.169518377455928,9.006999447958153
1,2001,45.0,0,0,0,72,0.588235294117647,36.4100678553468,3.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,9.006999447958153,8.476371196895983
0,2007,36.0,0,0,0,72,0.846153846153846,36.3355174966503,3.374,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.866933284461882,9.43188264192342,9.264828557260252
